description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
Calmodulin induced events,7340,17,Calmodulin induced events,REAC:R-DRE-111933,1.0,['REAC:R-DRE-111997'],0.004246814888833375,query_1,4003,0.85,False,REAC,20
Cyclin A/B1/B2 associated events during G2/M transition,7340,12,Cyclin A/B1/B2 associated events during G2/M transition,REAC:R-DRE-69273,1.0,['REAC:R-DRE-69275'],0.0029977516862353237,query_1,4003,0.42857142857142855,False,REAC,28
Cyclin D associated events in G1,7340,21,Cyclin D associated events in G1,REAC:R-DRE-69231,1.0,['REAC:R-DRE-69236'],0.005246065450911816,query_1,4003,0.5121951219512195,False,REAC,41
Downstream signal transduction,7340,16,Downstream signal transduction,REAC:R-DRE-186763,1.0,['REAC:R-DRE-186797'],0.003997002248313765,query_1,4003,0.64,False,REAC,25
Downstream TCR signaling,7340,43,Downstream TCR signaling,REAC:R-DRE-202424,1.0,['REAC:R-DRE-202403'],0.010741943542343242,query_1,4003,0.5733333333333334,False,REAC,75
Downregulation of TGF-beta receptor signaling,7340,12,Downregulation of TGF-beta receptor signaling,REAC:R-DRE-2173788,1.0,['REAC:R-DRE-2173789'],0.0029977516862353237,query_1,4003,0.8,False,REAC,15
Downregulation of SMAD2/3:SMAD4 transcriptional activity,7340,13,Downregulation of SMAD2/3:SMAD4 transcriptional activity,REAC:R-DRE-2173795,1.0,['REAC:R-DRE-2173793'],0.003247564326754934,query_1,4003,0.6842105263157895,False,REAC,19
Downregulation of ERBB4 signaling,7340,6,Downregulation of ERBB4 signaling,REAC:R-DRE-1253288,1.0,['REAC:R-DRE-1236394'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
Downregulation of ERBB2:ERBB3 signaling,7340,6,Downregulation of ERBB2:ERBB3 signaling,REAC:R-DRE-1358803,1.0,['REAC:R-DRE-8863795'],0.0014988758431176618,query_1,4003,0.46153846153846156,False,REAC,13
Downregulation of ERBB2 signaling,7340,14,Downregulation of ERBB2 signaling,REAC:R-DRE-8863795,1.0,['REAC:R-DRE-1227986'],0.0034973769672745443,query_1,4003,0.4666666666666667,False,REAC,30
Dopamine receptors,7340,3,Dopamine receptors,REAC:R-DRE-390651,1.0,['REAC:R-DRE-375280'],0.0007494379215588309,query_1,4003,0.375,False,REAC,8
Dopamine clearance from the synaptic cleft,7340,2,Dopamine clearance from the synaptic cleft,REAC:R-DRE-379401,1.0,['REAC:R-DRE-112311'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Displacement of DNA glycosylase by APEX1,7340,5,Displacement of DNA glycosylase by APEX1,REAC:R-DRE-110357,1.0,['REAC:R-DRE-73933'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Disinhibition of SNARE formation,7340,2,Disinhibition of SNARE formation,REAC:R-DRE-114516,1.0,['REAC:R-DRE-76005'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Disassembly of the destruction complex and recruitment of AXIN to the membrane,7340,6,Disassembly of the destruction complex and recruitment of AXIN to the membrane,REAC:R-DRE-4641262,1.0,['REAC:R-DRE-201681'],0.0014988758431176618,query_1,4003,0.5,False,REAC,12
Digestion of dietary lipid,7340,1,Digestion of dietary lipid,REAC:R-DRE-192456,1.0,['REAC:R-DRE-8935690'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Digestion of dietary carbohydrate,7340,4,Digestion of dietary carbohydrate,REAC:R-DRE-189085,1.0,['REAC:R-DRE-8935690'],0.0009992505620784412,query_1,4003,0.36363636363636365,False,REAC,11
Digestion and absorption,7340,11,Digestion and absorption,REAC:R-DRE-8963743,1.0,['REAC:0000000'],0.0027479390457157134,query_1,4003,0.55,False,REAC,20
Downstream signaling events of B Cell Receptor (BCR),7340,35,Downstream signaling events of B Cell Receptor (BCR),REAC:R-DRE-1168372,1.0,['REAC:R-DRE-983705'],0.00874344241818636,query_1,4003,0.5384615384615384,False,REAC,65
Digestion,7340,8,Digestion,REAC:R-DRE-8935690,1.0,['REAC:R-DRE-8963743'],0.0019985011241568824,query_1,4003,0.5,False,REAC,16
Downstream signaling of activated FGFR1,7340,17,Downstream signaling of activated FGFR1,REAC:R-DRE-5654687,1.0,['REAC:R-DRE-5654736'],0.004246814888833375,query_1,4003,0.6296296296296297,False,REAC,27
Downstream signaling of activated FGFR3,7340,13,Downstream signaling of activated FGFR3,REAC:R-DRE-5654708,1.0,['REAC:R-DRE-5654741'],0.003247564326754934,query_1,4003,0.65,False,REAC,20
ER to Golgi Anterograde Transport,7340,78,ER to Golgi Anterograde Transport,REAC:R-DRE-199977,1.0,"['REAC:R-DRE-199991', 'REAC:R-DRE-948021']",0.0194853859605296,query_1,4003,0.5611510791366906,False,REAC,139
ER Quality Control Compartment (ERQC),7340,2,ER Quality Control Compartment (ERQC),REAC:R-DRE-901032,1.0,['REAC:R-DRE-901042'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
EPHB-mediated forward signaling,7340,25,EPHB-mediated forward signaling,REAC:R-DRE-3928662,1.0,['REAC:R-DRE-2682334'],0.006245316012990257,query_1,4003,0.7142857142857143,False,REAC,35
EPHA-mediated growth cone collapse,7340,11,EPHA-mediated growth cone collapse,REAC:R-DRE-3928663,1.0,['REAC:R-DRE-2682334'],0.0027479390457157134,query_1,4003,0.7333333333333333,False,REAC,15
EPH-ephrin mediated repulsion of cells,7340,27,EPH-ephrin mediated repulsion of cells,REAC:R-DRE-3928665,1.0,['REAC:R-DRE-2682334'],0.006744941294029478,query_1,4003,0.6585365853658537,False,REAC,41
EGFR interacts with phospholipase C-gamma,7340,5,EGFR interacts with phospholipase C-gamma,REAC:R-DRE-212718,1.0,['REAC:R-DRE-177929'],0.0012490632025980515,query_1,4003,0.5555555555555556,False,REAC,9
EGFR downregulation,7340,18,EGFR downregulation,REAC:R-DRE-182971,1.0,['REAC:R-DRE-177929'],0.0044966275293529855,query_1,4003,0.5806451612903226,False,REAC,31
EGFR Transactivation by Gastrin,7340,5,EGFR Transactivation by Gastrin,REAC:R-DRE-2179392,1.0,['REAC:R-DRE-881907'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
ECM proteoglycans,7340,28,ECM proteoglycans,REAC:R-DRE-3000178,1.0,['REAC:R-DRE-1474244'],0.0069947539345490885,query_1,4003,0.6666666666666666,False,REAC,42
E3 ubiquitin ligases ubiquitinate target proteins,7340,29,E3 ubiquitin ligases ubiquitinate target proteins,REAC:R-DRE-8866654,1.0,['REAC:R-DRE-8852135'],0.007244566575068698,query_1,4003,0.6590909090909091,False,REAC,44
E2F mediated regulation of DNA replication,7340,5,E2F mediated regulation of DNA replication,REAC:R-DRE-113510,1.0,['REAC:R-DRE-69206'],0.0012490632025980515,query_1,4003,0.45454545454545453,False,REAC,11
Dual incision in TC-NER,7340,34,Dual incision in TC-NER,REAC:R-DRE-6782135,1.0,['REAC:R-DRE-6781827'],0.00849362977766675,query_1,4003,0.5074626865671642,False,REAC,67
Dual Incision in GG-NER,7340,18,Dual Incision in GG-NER,REAC:R-DRE-5696400,1.0,['REAC:R-DRE-5696399'],0.0044966275293529855,query_1,4003,0.42857142857142855,False,REAC,42
Drug ADME,7340,3,Drug ADME,REAC:R-DRE-9748784,1.0,['REAC:0000000'],0.0007494379215588309,query_1,4003,0.3333333333333333,False,REAC,9
Downstream signaling of activated FGFR4,7340,13,Downstream signaling of activated FGFR4,REAC:R-DRE-5654716,1.0,['REAC:R-DRE-5654743'],0.003247564326754934,query_1,4003,0.65,False,REAC,20
Downstream signaling of activated FGFR2,7340,14,Downstream signaling of activated FGFR2,REAC:R-DRE-5654696,1.0,['REAC:R-DRE-5654738'],0.0034973769672745443,query_1,4003,0.5185185185185185,False,REAC,27
Deubiquitination,7340,124,Deubiquitination,REAC:R-DRE-5688426,1.0,['REAC:R-DRE-597592'],0.030976767424431676,query_1,4003,0.5821596244131455,False,REAC,213
Detoxification of Reactive Oxygen Species,7340,13,Detoxification of Reactive Oxygen Species,REAC:R-DRE-3299685,1.0,['REAC:R-DRE-9711123'],0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
Dermatan sulfate biosynthesis,7340,9,Dermatan sulfate biosynthesis,REAC:R-DRE-2022923,1.0,['REAC:R-DRE-1793185'],0.0022483137646764927,query_1,4003,0.9,False,REAC,10
DNA Damage Reversal,7340,2,DNA Damage Reversal,REAC:R-DRE-73942,1.0,['REAC:R-DRE-73894'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
DNA Damage Recognition in GG-NER,7340,18,DNA Damage Recognition in GG-NER,REAC:R-DRE-5696394,1.0,['REAC:R-DRE-5696399'],0.0044966275293529855,query_1,4003,0.5625,False,REAC,32
DNA Damage Bypass,7340,22,DNA Damage Bypass,REAC:R-DRE-73893,1.0,['REAC:R-DRE-73894'],0.005495878091431427,query_1,4003,0.46808510638297873,False,REAC,47
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,7340,2,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,REAC:R-DRE-3134963,1.0,['REAC:R-DRE-1834949'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
DDX58/IFIH1-mediated induction of interferon-alpha/beta,7340,15,DDX58/IFIH1-mediated induction of interferon-alpha/beta,REAC:R-DRE-168928,1.0,['REAC:R-DRE-168249'],0.0037471896077941546,query_1,4003,0.625,False,REAC,24
DCC mediated attractive signaling,7340,8,DCC mediated attractive signaling,REAC:R-DRE-418885,1.0,['REAC:R-DRE-373752'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
DARPP-32 events,7340,10,DARPP-32 events,REAC:R-DRE-180024,1.0,['REAC:R-DRE-111885'],0.002498126405196103,query_1,4003,0.5555555555555556,False,REAC,18
Cytosolic tRNA aminoacylation,7340,1,Cytosolic tRNA aminoacylation,REAC:R-DRE-379716,1.0,['REAC:R-DRE-379724'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Cytosolic sulfonation of small molecules,7340,13,Cytosolic sulfonation of small molecules,REAC:R-DRE-156584,1.0,['REAC:R-DRE-156580'],0.003247564326754934,query_1,4003,0.6842105263157895,False,REAC,19
Cytosolic sensors of pathogen-associated DNA ,7340,14,Cytosolic sensors of pathogen-associated DNA ,REAC:R-DRE-1834949,1.0,['REAC:R-DRE-168249'],0.0034973769672745443,query_1,4003,0.4827586206896552,False,REAC,29
Cytokine Signaling in Immune system,7340,269,Cytokine Signaling in Immune system,REAC:R-DRE-1280215,1.0,['REAC:R-DRE-168256'],0.06719960029977518,query_1,4003,0.5467479674796748,False,REAC,492
Cytochrome c-mediated apoptotic response,7340,1,Cytochrome c-mediated apoptotic response,REAC:R-DRE-111461,1.0,['REAC:R-DRE-111471'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
Cytochrome P450 - arranged by substrate type,7340,18,Cytochrome P450 - arranged by substrate type,REAC:R-DRE-211897,1.0,['REAC:R-DRE-211945'],0.0044966275293529855,query_1,4003,0.4186046511627907,False,REAC,43
Cysteine formation from homocysteine,7340,1,Cysteine formation from homocysteine,REAC:R-DRE-1614603,1.0,['REAC:R-DRE-1614635'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
Cyclin E associated events during G1/S transition ,7340,38,Cyclin E associated events during G1/S transition ,REAC:R-DRE-69202,1.0,['REAC:R-DRE-69206'],0.00949288033974519,query_1,4003,0.5066666666666667,False,REAC,75
DNA Damage/Telomere Stress Induced Senescence,7340,27,DNA Damage/Telomere Stress Induced Senescence,REAC:R-DRE-2559586,1.0,['REAC:R-DRE-2559583'],0.006744941294029478,query_1,4003,0.47368421052631576,False,REAC,57
DNA Double Strand Break Response,7340,31,DNA Double Strand Break Response,REAC:R-DRE-5693606,1.0,['REAC:R-DRE-5693532'],0.007744191856107919,query_1,4003,0.5961538461538461,False,REAC,52
DNA Double-Strand Break Repair,7340,56,DNA Double-Strand Break Repair,REAC:R-DRE-5693532,1.0,['REAC:R-DRE-73894'],0.013989507869098177,query_1,4003,0.45901639344262296,False,REAC,122
DNA Repair,7340,128,DNA Repair,REAC:R-DRE-73894,1.0,['REAC:0000000'],0.03197601798651012,query_1,4003,0.4980544747081712,False,REAC,257
Depyrimidination,7340,5,Depyrimidination,REAC:R-DRE-73928,1.0,['REAC:R-DRE-73929'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Depurination,7340,15,Depurination,REAC:R-DRE-73927,1.0,['REAC:R-DRE-73929'],0.0037471896077941546,query_1,4003,0.625,False,REAC,24
Depolymerization of the Nuclear Lamina,7340,5,Depolymerization of the Nuclear Lamina,REAC:R-DRE-4419969,1.0,['REAC:R-DRE-2980766'],0.0012490632025980515,query_1,4003,0.4166666666666667,False,REAC,12
Degradation of the extracellular matrix,7340,71,Degradation of the extracellular matrix,REAC:R-DRE-1474228,1.0,['REAC:R-DRE-1474244'],0.01773669747689233,query_1,4003,0.5298507462686567,False,REAC,134
Degradation of cysteine and homocysteine,7340,6,Degradation of cysteine and homocysteine,REAC:R-DRE-1614558,1.0,['REAC:R-DRE-1614635'],0.0014988758431176618,query_1,4003,0.75,False,REAC,8
Degradation of beta-catenin by the destruction complex,7340,43,Degradation of beta-catenin by the destruction complex,REAC:R-DRE-195253,1.0,['REAC:R-DRE-195721'],0.010741943542343242,query_1,4003,0.5512820512820513,False,REAC,78
Degradation of GLI1 by the proteasome,7340,33,Degradation of GLI1 by the proteasome,REAC:R-DRE-5610780,1.0,['REAC:R-DRE-5610787'],0.00824381713714714,query_1,4003,0.5409836065573771,False,REAC,61
Cyclin A:Cdk2-associated events at S phase entry,7340,38,Cyclin A:Cdk2-associated events at S phase entry,REAC:R-DRE-69656,1.0,['REAC:R-DRE-69242'],0.00949288033974519,query_1,4003,0.4935064935064935,False,REAC,77
Degradation of GABA,7340,1,Degradation of GABA,REAC:R-DRE-916853,1.0,['REAC:R-DRE-888590'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
Degradation of AXIN,7340,29,Degradation of AXIN,REAC:R-DRE-4641257,1.0,['REAC:R-DRE-201681'],0.007244566575068698,query_1,4003,0.5471698113207547,False,REAC,53
Dectin-2 family,7340,14,Dectin-2 family,REAC:R-DRE-5621480,1.0,['REAC:R-DRE-5621481'],0.0034973769672745443,query_1,4003,0.3783783783783784,False,REAC,37
Death Receptor Signaling,7340,64,Death Receptor Signaling,REAC:R-DRE-73887,1.0,['REAC:R-DRE-162582'],0.01598800899325506,query_1,4003,0.5818181818181818,False,REAC,110
Deadenylation-dependent mRNA decay,7340,24,Deadenylation-dependent mRNA decay,REAC:R-DRE-429914,1.0,['REAC:R-DRE-8953854'],0.005995503372470647,query_1,4003,0.4897959183673469,False,REAC,49
Deactivation of the beta-catenin transactivating complex,7340,15,Deactivation of the beta-catenin transactivating complex,REAC:R-DRE-3769402,1.0,['REAC:R-DRE-201681'],0.0037471896077941546,query_1,4003,0.5172413793103449,False,REAC,29
DNA Replication Pre-Initiation,7340,34,DNA Replication Pre-Initiation,REAC:R-DRE-69002,1.0,['REAC:R-DRE-69306'],0.00849362977766675,query_1,4003,0.40476190476190477,False,REAC,84
DNA Replication,7340,51,DNA Replication,REAC:R-DRE-69306,1.0,['REAC:0000000'],0.012740444666500124,query_1,4003,0.4112903225806452,False,REAC,124
Degradation of DVL,7340,29,Degradation of DVL,REAC:R-DRE-4641258,1.0,['REAC:R-DRE-201681'],0.007244566575068698,query_1,4003,0.5087719298245614,False,REAC,57
Calcitonin-like ligand receptors,7340,5,Calcitonin-like ligand receptors,REAC:R-DRE-419812,1.0,['REAC:R-DRE-373080'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
CaM pathway,7340,17,CaM pathway,REAC:R-DRE-111997,1.0,"['REAC:R-DRE-111996', 'REAC:R-DRE-1489509']",0.004246814888833375,query_1,4003,0.85,False,REAC,20
Ca2+ activated K+ channels,7340,4,Ca2+ activated K+ channels,REAC:R-DRE-1296052,1.0,['REAC:R-DRE-1296071'],0.0009992505620784412,query_1,4003,0.5714285714285714,False,REAC,7
Aflatoxin activation and detoxification,7340,15,Aflatoxin activation and detoxification,REAC:R-DRE-5423646,1.0,['REAC:R-DRE-211859'],0.0037471896077941546,query_1,4003,0.7142857142857143,False,REAC,21
Advanced glycosylation endproduct receptor signaling,7340,4,Advanced glycosylation endproduct receptor signaling,REAC:R-DRE-879415,1.0,['REAC:R-DRE-168249'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Adrenoceptors,7340,3,Adrenoceptors,REAC:R-DRE-390696,1.0,['REAC:R-DRE-375280'],0.0007494379215588309,query_1,4003,0.42857142857142855,False,REAC,7
"Adrenaline,noradrenaline inhibits insulin secretion",7340,12,"Adrenaline,noradrenaline inhibits insulin secretion",REAC:R-DRE-400042,1.0,['REAC:R-DRE-422356'],0.0029977516862353237,query_1,4003,0.46153846153846156,False,REAC,26
Adherens junctions interactions,7340,19,Adherens junctions interactions,REAC:R-DRE-418990,1.0,['REAC:R-DRE-421270'],0.004746440169872595,query_1,4003,0.7037037037037037,False,REAC,27
Adenylate cyclase inhibitory pathway,7340,12,Adenylate cyclase inhibitory pathway,REAC:R-DRE-170670,1.0,"['REAC:R-DRE-112040', 'REAC:R-DRE-991365']",0.0029977516862353237,query_1,4003,0.9230769230769231,False,REAC,13
Adenylate cyclase activating pathway,7340,8,Adenylate cyclase activating pathway,REAC:R-DRE-170660,1.0,['REAC:R-DRE-112040'],0.0019985011241568824,query_1,4003,0.8888888888888888,False,REAC,9
Adenosine P1 receptors,7340,2,Adenosine P1 receptors,REAC:R-DRE-417973,1.0,['REAC:R-DRE-418038'],0.0004996252810392206,query_1,4003,0.25,False,REAC,8
Adaptive Immune System,7340,329,Adaptive Immune System,REAC:R-DRE-1280218,1.0,['REAC:R-DRE-168256'],0.08218835873095179,query_1,4003,0.48525073746312686,False,REAC,678
Acyl chain remodelling of PS,7340,10,Acyl chain remodelling of PS,REAC:R-DRE-1482801,1.0,['REAC:R-DRE-1483206'],0.002498126405196103,query_1,4003,0.7142857142857143,False,REAC,14
Acyl chain remodelling of PI,7340,6,Acyl chain remodelling of PI,REAC:R-DRE-1482922,1.0,['REAC:R-DRE-1483206'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
Acyl chain remodelling of PG,7340,10,Acyl chain remodelling of PG,REAC:R-DRE-1482925,1.0,['REAC:R-DRE-1483206'],0.002498126405196103,query_1,4003,0.8333333333333334,False,REAC,12
Acyl chain remodelling of PE,7340,13,Acyl chain remodelling of PE,REAC:R-DRE-1482839,1.0,['REAC:R-DRE-1483206'],0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
Acyl chain remodelling of PC,7340,12,Acyl chain remodelling of PC,REAC:R-DRE-1482788,1.0,['REAC:R-DRE-1483206'],0.0029977516862353237,query_1,4003,0.5714285714285714,False,REAC,21
Acyl chain remodeling of DAG and TAG,7340,3,Acyl chain remodeling of DAG and TAG,REAC:R-DRE-1482883,1.0,['REAC:R-DRE-1483206'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Agmatine biosynthesis,7340,2,Agmatine biosynthesis,REAC:R-DRE-351143,1.0,['REAC:R-DRE-351202'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Acyl chain remodeling of CL,7340,2,Acyl chain remodeling of CL,REAC:R-DRE-1482798,1.0,['REAC:R-DRE-1483206'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Alanine metabolism,7340,1,Alanine metabolism,REAC:R-DRE-8964540,1.0,['REAC:R-DRE-71291'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Alternative complement activation,7340,7,Alternative complement activation,REAC:R-DRE-173736,1.0,['REAC:R-DRE-166663'],0.0017486884836372721,query_1,4003,0.20588235294117646,False,REAC,34
Apoptosis,7340,56,Apoptosis,REAC:R-DRE-109581,1.0,['REAC:R-DRE-5357801'],0.013989507869098177,query_1,4003,0.45161290322580644,False,REAC,124
Antiviral mechanism by IFN-stimulated genes,7340,23,Antiviral mechanism by IFN-stimulated genes,REAC:R-DRE-1169410,1.0,['REAC:R-DRE-913531'],0.005745690731951037,query_1,4003,0.5,False,REAC,46
Antimicrobial peptides,7340,24,Antimicrobial peptides,REAC:R-DRE-6803157,1.0,['REAC:R-DRE-168249'],0.005995503372470647,query_1,4003,0.36363636363636365,False,REAC,66
Antigen processing: Ubiquitination & Proteasome degradation,7340,154,Antigen processing: Ubiquitination & Proteasome degradation,REAC:R-DRE-983168,1.0,['REAC:R-DRE-983169'],0.038471146640019986,query_1,4003,0.5185185185185185,False,REAC,297
Antigen processing-Cross presentation,7340,56,Antigen processing-Cross presentation,REAC:R-DRE-1236975,1.0,['REAC:R-DRE-983169'],0.013989507869098177,query_1,4003,0.5233644859813084,False,REAC,107
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,7340,18,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,REAC:R-DRE-983695,1.0,['REAC:R-DRE-983705'],0.0044966275293529855,query_1,4003,0.25,False,REAC,72
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",7340,24,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",REAC:R-DRE-983170,1.0,['REAC:R-DRE-983169'],0.005995503372470647,query_1,4003,0.6857142857142857,False,REAC,35
